file_path,action,frame_count
./Train_Data/Shake_Hand/Video_Test_22 (2).mp4,Shake_Hand,85
./Train_Data/Shake_Hand/Video_Test_22 (3).mp4,Shake_Hand,70
./Train_Data/Shake_Hand/Video_Test_22.mp4,Shake_Hand,73
./Train_Data/Shake_Hand/Video_Test_23 (2).mp4,Shake_Hand,74
./Train_Data/Shake_Hand/Video_Test_23 (3).mp4,Shake_Hand,73
./Train_Data/Shake_Hand/Video_Test_23.mp4,Shake_Hand,84
./Train_Data/Shake_Hand/Video_Test_24 (2).mp4,Shake_Hand,82
./Train_Data/Shake_Hand/Video_Test_24 (3).mp4,Shake_Hand,71
./Train_Data/Shake_Hand/Video_Test_24.mp4,Shake_Hand,107
./Train_Data/Shake_Hand/Video_Test_25 (2).mp4,Shake_Hand,77
./Train_Data/Shake_Hand/Video_Test_25 (3).mp4,Shake_Hand,66
./Train_Data/Shake_Hand/Video_Test_25.mp4,Shake_Hand,80
./Train_Data/Shake_Hand/Video_Test_26 (2).mp4,Shake_Hand,77
./Train_Data/Shake_Hand/Video_Test_26 (3).mp4,Shake_Hand,71
./Train_Data/Shake_Hand/Video_Test_26.mp4,Shake_Hand,74
./Train_Data/Shake_Hand/Video_Test_27 (2).mp4,Shake_Hand,74
./Train_Data/Shake_Hand/Video_Test_27 (3).mp4,Shake_Hand,85
./Train_Data/Shake_Hand/Video_Test_27.mp4,Shake_Hand,68
./Train_Data/Shake_Hand/Video_Test_28 (2).mp4,Shake_Hand,80
./Train_Data/Shake_Hand/Video_Test_28.mp4,Shake_Hand,75
./Train_Data/Shake_Hand/Video_Test_29 (2).mp4,Shake_Hand,80
./Train_Data/Shake_Hand/Video_Test_29.mp4,Shake_Hand,75
./Train_Data/Shake_Hand/Video_Test_30 (2).mp4,Shake_Hand,69
./Train_Data/Shake_Hand/Video_Test_30.mp4,Shake_Hand,83
./Train_Data/Shake_Hand/Video_Test_31.mp4,Shake_Hand,91
./Train_Data/Shake_Hand/Video_Test_32.mp4,Shake_Hand,80
./Train_Data/Shake_Hand/Video_Test_33.mp4,Shake_Hand,73
./Train_Data/Shake_Hand/Video_Test_34.mp4,Shake_Hand,86
./Train_Data/Shake_Hand/Video_Test_35.mp4,Shake_Hand,84
./Train_Data/Shake_Hand/Video_Test_36.mp4,Shake_Hand,76
./Train_Data/Shake_Hand/Video_Test_37.mp4,Shake_Hand,88
./Train_Data/Shake_Hand/Video_Test_4 (2).mp4,Shake_Hand,97
./Train_Data/Shake_Hand/Video_Test_4 (3).mp4,Shake_Hand,112
./Train_Data/Shake_Hand/Video_Test_4 (4).mp4,Shake_Hand,89
./Train_Data/Shake_Hand/Video_Test_4.mp4,Shake_Hand,107
./Train_Data/Shake_Hand/Video_Test_5 (2).mp4,Shake_Hand,96
./Train_Data/Shake_Hand/Video_Test_5 (3).mp4,Shake_Hand,94
./Train_Data/Shake_Hand/Video_Test_5 (4).mp4,Shake_Hand,66
./Train_Data/Shake_Hand/Video_Test_5.mp4,Shake_Hand,86
./Train_Data/Shake_Hand/Video_Test_6 (2).mp4,Shake_Hand,66
./Train_Data/Shake_Hand/Video_Test_6 (3).mp4,Shake_Hand,95
./Train_Data/Shake_Hand/Video_Test_6 (4).mp4,Shake_Hand,81
./Train_Data/Shake_Hand/Video_Test_6.mp4,Shake_Hand,70
./Train_Data/Shake_Hand/Video_Test_7 (2).mp4,Shake_Hand,83
./Train_Data/Shake_Hand/Video_Test_7 (3).mp4,Shake_Hand,113
./Train_Data/Shake_Hand/Video_Test_7 (4).mp4,Shake_Hand,74
./Train_Data/Shake_Hand/Video_Test_7.mp4,Shake_Hand,75
./Train_Data/Shake_Hand/Video_Test_8 (2).mp4,Shake_Hand,72
./Train_Data/Shake_Hand/Video_Test_8 (3).mp4,Shake_Hand,81
./Train_Data/Shake_Hand/Video_Test_8 (4).mp4,Shake_Hand,78
./Train_Data/Shake_Hand/Video_Test_8.mp4,Shake_Hand,77
./Train_Data/Shake_Hand/Video_Test_9 (2).mp4,Shake_Hand,80
./Train_Data/Shake_Hand/Video_Test_9 (3).mp4,Shake_Hand,72
./Train_Data/Shake_Hand/Video_Test_9 (4).mp4,Shake_Hand,72
./Train_Data/Shake_Hand/Video_Test_9.mp4,Shake_Hand,93
